question,answer
no i do n't but maybe one day . do you have any hobbies ?,"['although', ',', 'i', 'i', 'i', 'and', 'in', 'all', '.', '.']"
i like to visit museums . i am on instagram . i like posting my visits .,"['i', 'like', 'to', 'in', 'in', 'volley', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm well ! how about yourself ?,"['i', 'drink', 'when', 'for', 'volley', 'and', 'every', 'every', '.', '.']"
that is a long week ! you need to go fishing and relax !,"[""i'ven"", 'in', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
i love fishing with my dog bob . i love on an island,"['i', 'live', 'is', 'in', 'and', 'and', 'and', '.', '.', '.']"
what is your dogs name ?,"['although', ',', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
how do you find the time to do that when you work so many hours ?,"['cher', 'makes', 'is', 'i', 'is', 'and', 'for', 'in', 'or', 'or']"
oh i see ! i 'm a cannibal . but no one really knows that,"['someday', ',', 'i', 'i', 'comes', 'is', 'in', 'in', '.', '.']"
pretty great actually . you should try it,"['rita', 'is', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i m doing great how about you ?,"['i', 'don', 'i', 'i', 'is', 'is', 'is', '.', '.', '.']"
i am a construction worker . how about you ?,"['i', 'do', 'in', 'in', 'in', 'and', 'for', 'football', '.', '.']"
that s awesome . what kind of research ?,"['someday', 'scare', 'i', 'i', 'i', 'is', 'is', 'in', '.', '.']"
"that s great , i hope they find a cure one day .","['someday', 'scare', 'i', 'i', 'i', 'i', 'in', 'in', 'or', 'or']"
there must be a way ! only time will tell .,"['in', 'after', 'i', 'i', 'volley', 'is', 'in', 'in', 'or', '.']"
true . maybe just one ? we can only hope .,"['someday', 'likes', 'makes', 'i', 'i', 'i', 'in', 'all', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
that is cool me an my friends need that for the concerts pregame for weekends,"[""i'ven"", 'my', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
oh really ? when i became of adult age my parents moved way far,"['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
"wow , why ? i love to eat the same things for breakfast .","['its', 'rules', ',', 'i', 'i', 'and', 'is', 'in', 'or', 'or']"
that did n't tell me why . . . . but i like eggs an bacon for breakfast .,"[""i'ven"", 'cleats', 'my', 'is', 'is', 'every', '.', '.', '.', '.']"
oh okay where i grew up my parents would not hear land was huge .,"['until', 'a', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
why ? what happened ? that is crazy,"['regular', 'and', 'is', 'is', 'is', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
yes here i 'm ! how is your morning going,"['until', 'after', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
"oh that is a bummer , i 'm playing some nintendo games . i 'm off today","['until', 'a', 'my', 'i', 'is', 'is', 'is', 'in', 'or', 'all']"
yes those are my favorite ! do you play video games,"['regular', 's', 'i', 'i', 'i', 'is', 'in', 'all', 'or', 'all']"
i hear that . i 've a husky i like to take on hikes . do you have pets,"['i', 'help', 'in', 'for', 'comes', 'volley', 'every', '.', '.', '.']"
"shepherds can be good dogs i reckon , my parents have one","['helping', 'makes', 'makes', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
"i work in a hobby shop where we sell rc cars , how about you","['i', 'work', 'in', 'in', 'and', 'and', 'for', 'a', 'or', 'or']"
for a newspaper ? yeah they are really fun to race,"[""i'ven"", 'my', 'makes', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
pretty good thank and you ?,"['although', ',', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
mine is blonde like my hair,"['instant', ',', 'i', 'is', 'volley', 'is', 'me', '.', '.', '.']"
do you like to dance ?,"['unfortunately', ',', 'i', 'i', 'volley', 'comes', '.', '.', '.', '.']"
oh ballet is my biggest passion,"['someday', 'my', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
is that yoru favorite food ?,"['claro', '.', ',', 'i', 'is', 'and', '.', '.', '.', '.']"
mine is mac and cheese . mac and cheese pizza too,"['my', 'is', 'makes', 'is', 'is', 'is', 'is', 'all', '.', '.']"
i forget sometimes and you ?,"['i', 'help', 'like', 'for', 'comes', 'every', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
as long as you buy me chocolate i 'm there,"['both', 'a', ',', 'i', 'i', 'is', 'for', 'in', 'or', 'all']"
being from a small town in georgia we did not have a theater,"[""i'ven"", 'a', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
too hot here . i just stayed in and practiced my violin,"['people', 'rules', ',', 'i', 'i', 'and', 'is', 'in', 'or', 'all']"
cape ? tell me more about that,"['although', 'and', 'makes', 'is', 'is', 'is', 'me', '.', '.', '.']"
i played i was a rock star buy my singing sucks,"['i', 'drink', 'like', 'for', 'for', 'and', 'for', 'a', 'for', 'all']"
it was cool . my mom even played .,"['it', 's', 'in', 'are', 'is', 'sense', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
good evening its going well . how are you ?,"['regular', 'in', 'makes', 'is', 'is', 'is', 'every', '.', '.', '.']"
"oh sweet , which genre ? i like metal dance and alternative rock .","['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
"wow nine , amazing ! what else do you do ? me , i crochet sweaters and scarves .","['its', 'rules', ',', 'i', 'volley', 'is', 'in', 'in', 'or', 'or']"
i 've been playing poker since i was 6 . guess what i once one .,"['i', 'notice', 'makes', 'for', 'i', 'and', 'for', 'a', 'hot', '.']"
"a hearse , i will decorate it like the ecto 1 from ghostbusters for halloween .","['the', 'rules', 'i', ',', 'volley', 'i', 'in', 'in', 'or', 'all']"
italian its like a guilty pleasure . that and halloween candy .,"['ocd', 'rules', ',', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i go running often maybe i will come see you,"['i', 'do', 'for', 'with', 'and', 'and', 'for', 'a', 'or', '.']"
i like it but not in the winter,"['i', 'like', 'playing', 'in', 'are', 'volley', 'for', 'on', '.', '.']"
i install electric in companies,"['i', 'help', 'in', 'for', 'every', '.', '.', '.', '.', '.']"
that must be very hard work,"['someday', ',', 'my', 'is', 'is', 'is', '.', '.', '.', '.']"
those sound beautiful i 'd love to tag along,"['platinum', 'is', 'is', 'i', 'is', 'is', 'in', 'in', 'in', '.']"
cool i want hamburgers though,"['my', ',', 'makes', 'i', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
greetings from mother russia comrade ! ! !,"['many', 'a', ',', 'i', 'i', 'is', 'and', '.', '.', '.']"
black as midnight . my favorite song is paint it black by the stones,"['regular', 'in', 'makes', 'is', '.', '.', '.', '.', '.', '.']"
sounds awesome . what do you enjoy ?,"['watching', 'makes', 'is', 'i', 'i', 'is', 'is', '.', '.', '.']"
imagine traveling to ireland to find a leprechaun,"['although', 'is', 'my', 'i', 'i', 'i', 'is', 'in', '.', '.']"
"once i finish business school , i want to travel more ! !","['although', 'cleats', 'my', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
books that stimulate the minds ? keep them busy . . .,"['regular', 'rules', 'makes', 'i', 'is', 'is', 'for', 'all', '.', '.']"
"i enjoy being with kids , perhaps that may help with depression","['i', 'enjoy', 'do', 'in', 'are', 'and', 'with', 'a', 'or', 'or']"
"we all have problems , i overeat when a stressful event happens","['we', 'liked', 'in', 'and', 'i', 'and', 'and', 'in', 'or', 'or']"
"perhaps keep your environment organize may help , it helps me","['regular', 'is', 'makes', 'i', 'i', 'is', 'in', 'in', 'in', 'or']"
"swimming is great , does it help with epilepsy ?","['winter', 'makes', 'makes', 'i', 'is', 'and', 'in', 'in', 'or', '.']"
"how about giving your self some different life styles ? like me , it helps","['regular', 'a', 'makes', 'are', 'is', 'is', 'for', 'in', 'is', 'or']"
"being a teacher in a kindergarten , i am very good with kids , i can help you","[""i'ven"", 'my', 'my', 'i', 'is', 'is', 'in', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hi it is going quit well thank you . and yours ?,"[""i'ven"", 'scare', 'i', 'i', 'i', 'i', 'in', 'private', '.', '.']"
"oh , i forgot that was on tonight","['someday', ',', 'makes', 'i', 'i', 'is', 'is', 'all', '.', '.']"
yes i 've . i 've to be careful of the ingredients though,"['someday', ',', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
i 've to watch out for ingredients that i might be allergic to,"['i', 'drink', 'creating', 'for', 'in', 'and', 'every', 'every', 'for', 'all']"
do you protein powder for a special diet,"['although', 's', 'makes', 'i', 'i', 'is', 'is', 'in', '.', '.']"
"lifting is good exercise , i used to left but not anymore","['regular', 'is', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am good but been better car broke down,"['i', 'live', 'win', 'in', 'are', 'and', 'and', 'a', '.', '.']"
i like to work out almost every day,"['i', 'like', 'to', 'in', 'in', 'and', 'and', 'a', '.', '.']"
yes but my real love is rugby,"['although', ',', 'i', 'i', 'is', 'is', 'me', '.', '.', '.']"
fish sticks are good i suppose,"['relly', '.', 'is', 'is', 'volley', 'ball', '.', '.', '.', '.']"
working out and playing rugby and you ?,"['although', 'and', 'makes', 'i', 'is', 'is', 'is', 'all', '.', '.']"
those sound like a lot of fun,"['platinum', ',', 'i', 'is', 'is', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
what can you not drive ? i hope you did not get hurt .,"['penn', 'a', 'makes', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
sorry to hear that . i hate my parents . they will not let me drive yet .,"['until', 'cleats', 'is', 'is', 'me', '.', '.', '.', '.', '.']"
lucky you have your mom . i write in my journal every day .,"['regular', 'rules', 'makes', 'is', 'is', '.', '.', '.', '.', 'in']"
i have a job helping with horses too .,"['i', 'have', 'in', 'is', 'in', 'local', 'living', '.', '.', '.']"
"books are great , do you think ?","['winter', 'makes', 'i', 'i', 'i', 'is', 'in', 'in', '.', '.']"
i wanted to sleep in today but did not get a chance .,"['i', 'd', 'i', 'i', 'comes', 'volley', 'for', 'a', 'for', 'all']"
do you have brothers and sisters also ?,"['although', 's', 'makes', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
a little tired due to my iron deficiency and unrequited love with adam levine,"['the', 'rules', 'i', 'i', 'i', 'and', 'is', 'in', 'or', 'or']"
is that a vegetable ? i like eating kale,"['anyways', 'makes', 'makes', 'i', 'is', 'is', 'in', 'in', 'in', '.']"
"no , but my two cats love them !","['regular', 'is', 'i', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
"oh , my two kids do not like anything . they hate everything .","['until', 'of', 'i', 'i', 'is', 'is', 'is', 'all', '.', '.']"
do you think adam levine likes kale ?,"['although', 's', 'makes', 'i', 'i', 'is', 'is', '.', '.', '.']"
i bet he eat a lot of iron in his diet .,"['i', 'help', 'more', 'for', 'in', 'for', 'for', 'a', 'for', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
that can be exciting . i just came back from vacationing in london .,"[""i'ven"", 'my', 'is', 'is', '.', '.', '.', '.', 'last', '.']"
"oh , you can not handle being without country music , huh ?","['until', 'cleats', 'i', 'i', 'is', 'is', 'is', 'in', 'in', 'or']"
"you could just have the radio on , like i always watch game shows on the tv .","['regular', 'in', 'makes', 'is', 'is', 'is', 'is', 'in', 'or', 'or']"
"okay , do you cook ? i love all kinds of food except green beans .","['someday', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
i like steak . i get bothered by going to busy restaurants though so i stay home .,"['i', 'like', 'howls', 'in', 'and', 'and', 'for', 'every', 'every', '.']"
"i agree , plus it leaves me more time for my religious studies .","['i', 'help', 'about', 'for', 'in', 'for', 'for', 'a', 'for', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am good just got home from fishing,"['i', 'live', 'win', 'in', 'are', 'and', 'and', 'a', '.', '.']"
must me nice . you married ?,"['and', ',', 'i', 'is', 'is', 'volley', '.', '.', '.', '.']"
"who died ? my dad passed away when i was a baby , i 've his blue eyes","['although', 'cleats', 'i', 'i', 'is', 'is', 'is', 'in', 'in', 'or']"
sorry to hear that . it must have been so hard,"['until', 'after', 'i', 'i', 'is', '.', '.', '.', '.', '.']"
cool . do you have any children yourself ?,"['my', 'scare', 'my', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
"i have a son , he 's 16","['i', 'have', 'in', 'in', 'and', 'and', 'and', 'every', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
just cooking and baking . what about you ?,"['we', 'likes', 'makes', 'i', '.', '.', '.', '.', '.', '.']"
oh that sounds very interesting,"['someday', ',', 'makes', 'is', 'is', '.', '.', '.', '.', '.']"
"growing up i lived near the ocean , i think that made me a calm person","['someday', 'cleats', 'my', 'i', 'i', 'and', 'is', 'in', 'or', 'or']"
you seem very rude . do you have any pets ?,"['regular', 'is', 'disappoints', '.', '.', '.', '.', '.', '.', '.']"
i understand . i wish i were . i love traveling but do n't have the money,"['i', 'sing', 'go', 'for', 'for', 'z', '.', '.', '.', '.']"
well you should buy me pizza,"['it', 'a', 'i', 'i', 'volley', 'volley', '.', '.', '.', '.']"
a large pepperoni and money pizza . extra hundred dollar bills please,"['the', 'rules', 'i', 'i', 'volley', 'coats', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i am great , just reading up on local happenings .","['i', 'am', 'compromised', 'in', 'in', 'volley', 'for', 'a', 'for', '.']"
"ha , maybe a new gadget that can read anything at all would be good !","['regular', 'death', 'i', 'i', 'is', 'is', 'is', 'in', 'in', 'or']"
i only hate figuring out the stock pages . they are hard to read .,"['i', 'never', 'during', 'for', 'for', 'for', 'every', '.', '.', '.']"
do you like technology ? i think the new things are awesome .,"['its', 'rules', ',', 'i', 'i', 'and', 'in', 'all', 'or', 'all']"
cool ! i love adding lists of gadgets to new websites i make .,"['until', 'cleats', 'i', 'i', 'i', 'i', 'in', 'in', 'or', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
good ! thank you for asking . how about you ?,"['regular', 'in', 'makes', 'is', 'is', 'is', 'every', 'every', '.', '.']"
what kind of things do you like to do in spare time ?,"['regular', 'rules', ',', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
oooo that 's awesome ! ! i like to can from our garden .,"['regular', 'a', ',', 'i', 'is', 'is', 'is', 'in', 'or', 'all']"
"canning preserving the , in jars . sometimes jams and things like that .","['regular', 'is', 'makes', 'is', 'is', 'is', 'is', 'in', 'for', '.']"
i 've a lot of vintage jars from the 20 s . its so much fun !,"['i', 'notice', 'are', 'for', 'comes', 'and', 'for', 'a', 'for', 'all']"
yes they are . there 's a few kinds . the really old ones are blue .,"['regular', 'rules', 'my', 'i', 'i', 'is', 'is', 'all', '.', '.']"
i impersonate paul mccartney on the bass,"['i', 'notice', 'are', 'for', 'comes', 'and', 'every', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'd love to go there . it is beautiful,"['i', 'don', 'too', 'for', 'comes', 'volley', '.', '.', '.', '.']"
you seem like a lovely person . i would love to ride my bike there,"['regular', 'rules', 'makes', 'is', 'is', 'is', 'is', 'in', 'for', '.']"
oh well maybe you can do some cloud gazing with them . it is so funn,"['until', 'cleats', 'i', 'i', 'is', 'is', 'in', 'in', 'or', 'all']"
